elementCount,run,className,dataType,archetype,supportsStagedMutability,footprintInBytes,footprintInObjects,footprintInReferences
8,4,VF_CHAMP_MULTIMAP_HCHAMP,MAP,PERSISTENT,false,152,4,20
8,4,VF_CHAMP_MULTIMAP_HHAMT,MAP,PERSISTENT,false,152,4,20
8,4,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,MAP,PERSISTENT,false,136,3,18
8,4,VF_CHAMP_MULTIMAP_HHAMT,SET_MULTIMAP,PERSISTENT,false,472,16,40
8,4,VF_CHAMP_MULTIMAP_HHAMT_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,376,12,36
8,4,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,SET_MULTIMAP,PERSISTENT,false,456,15,38
8,4,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,360,11,34
8,4,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_PATH_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,232,7,26
8,4,VF_SCALA,SET_MULTIMAP,PERSISTENT,false,824,31,58
8,4,VF_CLOJURE,SET_MULTIMAP,PERSISTENT,false,816,25,87
16,0,VF_CHAMP_MAP_AS_MULTIMAP,MAP,PERSISTENT,false,320,8,42
16,0,VF_CHAMP_MULTIMAP_HCHAMP,MAP,PERSISTENT,false,320,8,42
16,0,VF_CHAMP_MULTIMAP_HHAMT,MAP,PERSISTENT,false,320,8,42
16,0,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,MAP,PERSISTENT,false,272,5,36
16,0,VF_CHAMP_MULTIMAP_HHAMT,SET_MULTIMAP,PERSISTENT,false,1016,34,85
16,0,VF_CHAMP_MULTIMAP_HHAMT_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,824,26,77
16,0,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,SET_MULTIMAP,PERSISTENT,false,968,31,79
16,0,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,776,23,71
16,0,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_PATH_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,488,14,53
16,0,VF_SCALA,SET_MULTIMAP,PERSISTENT,false,1768,67,122
16,0,VF_CLOJURE,SET_MULTIMAP,PERSISTENT,false,1736,51,197
16,1,VF_CHAMP_MAP_AS_MULTIMAP,MAP,PERSISTENT,false,320,8,42
16,1,VF_CHAMP_MULTIMAP_HCHAMP,MAP,PERSISTENT,false,320,8,42
16,1,VF_CHAMP_MULTIMAP_HHAMT,MAP,PERSISTENT,false,320,8,42
16,1,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,MAP,PERSISTENT,false,272,5,36
16,1,VF_CHAMP_MULTIMAP_HHAMT,SET_MULTIMAP,PERSISTENT,false,960,32,82
16,1,VF_CHAMP_MULTIMAP_HHAMT_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,768,24,74
16,1,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,SET_MULTIMAP,PERSISTENT,false,912,29,76
16,1,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,720,21,68
16,1,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED_PATH_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,464,13,52
16,1,VF_SCALA,SET_MULTIMAP,PERSISTENT,false,1816,69,124
16,1,VF_CLOJURE,SET_MULTIMAP,PERSISTENT,false,1664,49,187
16,2,VF_CHAMP_MAP_AS_MULTIMAP,MAP,PERSISTENT,false,272,6,39
16,2,VF_CHAMP_MULTIMAP_HCHAMP,MAP,PERSISTENT,false,272,6,39
16,2,VF_CHAMP_MULTIMAP_HHAMT,MAP,PERSISTENT,false,272,6,39
16,2,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,MAP,PERSISTENT,false,240,4,35
16,2,VF_CHAMP_MULTIMAP_HHAMT,SET_MULTIMAP,PERSISTENT,false,912,30,79
16,2,VF_CHAMP_MULTIMAP_HHAMT_INTERLINKED,SET_MULTIMAP,PERSISTENT,false,720,22,71
16,2,VF_CHAMP_MULTIMAP_HHAMT_SPECIALIZED,SET_MULTIMAP,PERSISTENT,false,880,28,75
